Checkbox,Icon,Selected,Item code,Tag,Description,Quantity kg/l/nos,Ex. Works Price,CIF,Duty Free,Duty Paid,Export
,,no,Radiators,995 - Radiators,3150/33/415 EU Tank,1,,,,,
,,no,PANEL RADIATORS,995 - Radiators,PANEL RADIATORS,1,,,,,
,,no,B9722,996 - HV bushings-Epoxy,12 KV 250 A B9722 - 1M,3,,,,,
,,no,BTRAC,996 - HV bushings-Epoxy,12 kV 630 A BTRAC,3,,,,,
,,no,ELBOW CONNECTOR,996 - HV bushings-Epoxy,24kV ELBOW CONNECTOR SET (03),3,,,,,
,,no,ELBOW CONNECTOR,996 - HV bushings-Epoxy,36kV ELBOW CONNECTOR SET (03),3,,,,,
,,no,ELBOW CONNECTOR,996 - HV bushings-Epoxy,52kV ELBOW CONNECTOR SET (04),3,,,,,
,,no,Plug-in,996 - HV bushings-Epoxy,Plug-in Type 24 kV 250 A Interface B,3,,,,,
,,no,Plug-in,996 - HV bushings-Epoxy,Plug-in Type 24 kV 630 A Interface C,3,,,,,
,,no,Plug-in,996 - HV bushings-Epoxy,Plug-in Type 36 kV 250 A Interface B,3,,,,,
,,no,Plug-in,996 - HV bushings-Epoxy,Plug-in Type 36 kV 630 A Interface C,3,,,,,
,,no,Plug-in,996 - HV bushings-Epoxy,Plug-in Type 52 kV 1000 A Interface F,3,,,,,
,,no,ACBU0007,996 - HV bushings-Porcelain,10 NF 250 CD = 305 mm,3,,,,,
,,no,10NF630,996 - HV bushings-Porcelain,10 NF 630,3,,,,,
,,no,10NF630,996 - HV bushings-Porcelain,24 NF 250 P3 CD = 605 mm,3,,,,,
,,no,30NF250,996 - HV bushings-Porcelain,30 NF 250 CD = 1116 mm,3,,,,,
,,no,30NF250,996 - HV bushings-Porcelain,30 NF 250 CD = 1920 mm,3,,,,,
,,no,30NF250,996 - HV bushings-Porcelain,30 NF 250 CD = 900 mm,3,,,,,
,,no,30NF250,996 - HV bushings-Porcelain,40 NF 250,3,,,,,
,,no,30NF250,996 - HV bushings-Porcelain,52 NF 1000 CD = 1430 mm,3,,,,,
,,no,,996 - HV bushings-Porcelain,HV CABLE BOX,1,,,,,
,,no,HV Cable Lugs,997 - HV Cable Lugs,HV Cable Lugs,3,,,,,
,,no,SURGE ARRESTER,997 - Other items,SURGE ARRESTER,1,,,,,
,,no,A-2,997 - Other items,SURGE ARRESTER MOUNTING BRACKET A-2,1,,,,,
,,no,ACBU0001,998 - LV bushings-Porcelain,EN 250,4,,,,,
,,no,ACBU0002,998 - LV bushings-Porcelain,EN 630,4,,,,,
,,no,ACBU0004,998 - LV bushings-Porcelain,EN 1250,4,,,,,
,,no,ACBU0005,998 - LV bushings-Porcelain,EN 2000,4,,,,,
,,no,ACBU0006,998 - LV bushings-Porcelain,EN 3150,4,,,,,
,,no,ACBU0007,998 - LV bushings-Porcelain,10 NF 250,4,,,,,
,,no,,998 - LV bushings-Porcelain,LV CABLE BOX EN 250,1,,,,,
,,no,,998 - LV bushings-Porcelain,LV CABLE BOX EN 630,1,,,,,
,,no,,998 - LV bushings-Porcelain,LV CABLE BOX EN 1250,1,,,,,
,,no,,998 - LV bushings-Porcelain,LV CABLE BOX EN 2000 i,1,,,,,
,,no,,998 - LV bushings-Porcelain,LV CABLE BOX EN 2000 ii,1,,,,,
,,no,,998 - LV bushings-Porcelain,LV CABLE BOX EN 3150 i,1,,,,,
,,no,,998 - LV bushings-Porcelain,LV CABLE BOX EN 3150 ii,1,,,,,
,,no,OBO SURGE ARRESTERS,998 - LV bushings-Porcelain,OBO SURGE ARRESTERS,1,,,,,
,,no,ACFG0001,999 - LV Bushing-FLAG,EN 250,4,,,,,
,,no,ACFG0010,999 - LV Bushing-FLAG,EN 630,4,,,,,
,,no,ACFG0011,999 - LV Bushing-FLAG,EN 1250,4,,,,,
,,no,ACFG0012,999 - LV Bushing-FLAG,EN 2000,4,,,,,
,,no,ACFG0013,999 - LV Bushing-FLAG,EN 3150,4,,,,,
,,no,BTRAC,999 - LV bushings-EPOXY,12 kV 630 A BTRAC,4,,,,,
,,no,MONOBLOCK,999 - LV bushings-EPOXY,1700 A CAST RESIN BUSHING,1,,,,,
,,no,ACTS0001,9991 - Tap changers,HM 23.44.885 (30kV 30A 131mm 5 Pos),1,,,,,
,,no,ACTS0001,9991 - Tap changers,HM 23.44.885 (30kV 30A 131mm 7 Pos),1,,,,,
,,no,ACTS0001,9991 - Tap changers,HM 25.43.885 (20kV 63A 131mm 5 Pos),1,,,,,
,,no,ACTS0001,9991 - Tap changers,HM 25.44.885 (30kV 63A 131mm 5 Pos),1,,,,,
,,no,ACTS0001,9991 - Tap changers,HM 28.43.885 (20kV 120A 131mm 5 Pos),1,,,,,
,,no,ACTS0001,9991 - Tap changers,HM 28.43.885 (20kV 250A 131mm 5 Pos),1,,,,,
,,no,ACTS0001,9991 - Tap changers,HR 7A3.235 (20kV 30A 100mm 5 Pos),1,,,,,
,,no,ACTS0001,9991 - Tap changers,HR 7A3.235 (20kV 30A 100mm 7 Pos),1,,,,,
,,no,ACTS0001,9991 - Tap changers,HR 7A3.335 (30kV 30A 100mm 5 Pos),1,,,,,
,,no,ACTS0001,9991 - Tap changers,HR 7A3.335 (30kV 30A 100mm 7 Pos),1,,,,,
,,no,Conservator cap,9992 - Valves,"CONSERVATOR FILLING CAP AL. 2""",1,,,,,
,,no,ACCP0016,9992 - Valves,DRAIN VALVE NW 22,1,,,,,
,,no,ACCP0016,9992 - Valves,DRAIN VALVE NW 31,1,,,,,
,,no,ACCP0016,9992 - Valves,DRAIN VALVE NW 40,1,,,,,
,,no,SINGLE FLANGE BALL VALVE,9992 - Valves,"SINGLE FLANGE BALL VALVE 1"" NW25S-SS",1,,,,,
,,no,THROTTLE VALVE FOR RADIATOR NW80 FORMB,9992 - Valves,THROTTLE VALVE FOR RADIATOR NW80 FORMB,1,,,,,
,,no,BALL VALVE 1 PELGER,9992 - Valves - ball,"BALL VALVE 1"" PELGER",1,,,,,
,,no,BALL VALVE 1 PELGER,9992 - Valves - ball,"BALL VALVE 1"" Threaded on both sides",1,,,,,
,,no,ARES DIN25 DOUBLE FLANGE GATE VALVE,9992 - Valves - gate,ARES DIN25 DOUBLE FLANGE GATE VALVE,1,,,,,
,,no,,9992 - Valves - gate,Brass End Cap for DIN50 Gate Valve,1,,,,,
,,no,ACVL0011,9992 - Valves - gate,DIN25 Double Flange Gate Valve with Locking Option,1,,,,,
,,no,ACVL0038,9992 - Valves - gate,DIN25 Gate Valve (Round Flange) with Locking Option and Sampler - Bronze,1,,,,,
,,no,ACVL0029,9992 - Valves - gate,DIN50 Double Flange Gate Valve with Locking Option,1,,,,,
,,no,ACVL0020,9992 - Valves - gate,DIN50 Gate Valve (Round Flange) with Locking Option and Sampler - Bronze,1,,,,,
,,no,ACVL0028,9992 - Valves - gate,DN15 Gate Valve (Round Flange) with Sampling DIN 42568,1,,,,,
,,no,ACVL0026,9992 - Valves - gate,DN25 Gate Valve (Round Flange) with Sampling,1,,,,,
,,no,ACVL0026-T,9992 - Valves - gate,DN25 Gate Valve (Round Flange) with Sampling and Position Indicator,1,,,,,
,,no,ACVL0027,9992 - Valves - gate,DN25 Gate Valve (Round Flange) without Sampling for CT1909,1,,,,,
,,no,ACVL0023,9992 - Valves - gate,"Gate Valve 1"" - Screwed",1,,,,,
,,no,GATE VALVE WITH SAMPLING,9992 - Valves - gate,GATE VALVE WITH SAMPLING,1,,,,,
,,no,GATE VALVE WITHOUT SAMPLING,9992 - Valves - gate,GATE VALVE WITHOUT SAMPLING,1,,,,,
,,no,ACOT0202,9992 - Valves - gate,"Red Painted Aluminium Knob for Gate Valve 1"" - Screwed",1,,,,,
,,no,ACVL0004,9992 - Valves - plug,AIR RELEASE PLUG,1,,,,,
,,no,4 HOLES PRISMATIC,9993 - Oil Level indicators,4 HOLES PRISMATIC,1,,,,,
,,no,6 HOLES PRISMATIC,9993 - Oil Level indicators,6 HOLES PRISMATIC,1,,,,,
,,no,8 HOLES PRISMATIC,9993 - Oil Level indicators,8 HOLES PRISMATIC,1,,,,,
,,no,,9993 - Oil Level indicators,FLOATING TYPE,1,,,,,
,,no,,9993 - Oil Level indicators,Magnetic- with 200mm boss,1,,,,,
,,no,,9993 - Oil Level indicators,Magnetic- with 400mm boss,1,,,,,
,,no,ACIN0007,9993 - Oil Level indicators,Oil Level Indicator 803-1,1,,,,,
,,no,ACIN0045,9993 - Oil Level indicators,"Vertical Oil Level Indicator G1"" VIAT 804 - 232 (A=62 B=108 C=232)",1,,,,,
,,no,ACIN0046,9993 - Oil Level indicators,"Vertical Oil Level Indicator G1"" VIAT 804 - 272 (A=102 B=148 C=272)",1,,,,,
,,no,SO4,9993 - Oil Level indicators,VIAT SO4 - Dial Type with Contacts,1,,,,,
,,no,SO6,9993 - Oil Level indicators,VIAT SO6 - Dial Type with Contacts,1,,,,,
,,no,bolt nut Zinc,9995 - Other items,M12 bolt nut spring washer & lock washer for earthing terminal,1,,,,,
,,no,,9995 - Other items,Nut Bolt & 2 Washers (Galvanized) M10 x 40 mm,1,,,,,
,,no,,9995 - Other items,Pole Mounting Bracket,1,,,,,
,,no,,9995 - Other items,Split washers for tank cover fixing,1,,,,,
,,no,Name Board,9995 - Other items - markings,LTL Name Board,1,,,,,
,,no,,9995 - Other items - markings,PHASE MARKING PLATES,1,,,,,
,,no,Name Board,9995 - Other items - markings,RATING PLATE,1,,,,,
,,no,WHEEL,9995 - Other items - WHEEL,1200 KG 125x6 DIN 42561,1,,,,,
,,no,BI-DIRECTIONAL WHEEL 125D 2500KG,9995 - Other items - WHEEL,2500 KG 125x10 DIN 42561,1,,,,,
,,no,BI-DIRECTIONAL WHEEL 125D 3500KG,9995 - Other items - WHEEL,3500 KG 160x10 DIN 42561,1,,,,,
,,no,BI-DIRECTIONAL WHEEL 125D 6000KG,9995 - Other items - WHEEL,6000 KG 200x10 DIN 42561,1,,,,,
,,no,BREATHER,99956 - Safety features - BREATHER,BREATHER 1KG TYPE A,1,,,,,
,,no,BREATHER,99956 - Safety features - BREATHER,BREATHER 1KG TYPE B,1,,,,,
,,no,BREATHER,99956 - Safety features - BREATHER,BREATHER 1KG TYPE C,1,,,,,
,,no,BREATHER ARES 2.4KG L2 DIN42562,99956 - Safety features - BREATHER,BREATHER 2KG,1,,,,,
,,no,ACIN0013,99956 - Safety features - Bucholz,Bucholz Relay (Gas Actuated Relay) EE2-MA,1,,,,,
,,no,ACIN0022,99956 - Safety features - Bucholz,Gas Sampling Device RG3.3 for EE2-MA,1,,,,,
,,no,ACIN0003,99956 - Safety features - Bucholz,Bucholz Relay EE1-MA (EE25-MA),1,,,,,
,,no,ACOT0305,99956 - Safety features - cable box,CONNECTOR BOX,1,,,,,
,,no,DMCR,99956 - Safety features - ISD,DMCR FRANCE ISD?,1,,,,,
,,no,ACIN0002,99956 - Safety features - ISD,RIS2 Integrated Safety Detector complete set with fixing device (ISD Unit),1,,,,,
,,no,NCT,99956 - Safety features - Sensors - ct,CT 1600/1A 5P20 15VA/0.5 2 Core,1,,,,,
,,no,NCT,99956 - Safety features - Sensors - ct,CT 3000/2A Oil Immersed (Measuring) Ring Type 15VA/0.5,1,,,,,
,,no,NCT,99956 - Safety features - Sensors - ct,CT 5000/5A Oil Immersed (Measuring) Ring Type 15VA/0.5,1,,,,,
,,no,ACOT0004,99956 - Safety features - Sensors - ct,CT TERMINAL BOX (2 TERMINALS),1,,,,,
,,no,ACOT0335,99956 - Safety features - Sensors - ct,CT TERMINAL BOX (3 TERMINALS),1,,,,,
,,no,ACOT0118,99956 - Safety features - Sensors - ct,CT TERMINAL BOX (4 TERMINALS),1,,,,,
,,no,CT TERMINAL BOX (6 TERMINALS),99956 - Safety features - Sensors - ct,CT TERMINAL BOX (6 TERMINALS),1,,,,,
,,no,NCT,99956 - Safety features - Sensors - ct,NCT 1600/1A 5P20 15VA,1,,,,,
,,no,NCT,99956 - Safety features - Sensors - ct,NCT 2000/1A 5P20 15VA,1,,,,,
,,no,NCT,99956 - Safety features - Sensors - ct,NCT 400/1A 5P20 15VA,1,,,,,
,,no,ACOT0344,99956 - Safety features - Sensors - indicator,Marshalling Box Type A with Provision for OTI or WTI,1,,,,,
,,no,ACOT0203,99956 - Safety features - Sensors - indicator,Marshalling Box with Provision for OTI AND WTI,1,,,,,
,,no,ACIN0042,99956 - Safety features - Sensors - indicator,Oil Temp. Indicator OTI 3440112X6 X=TD111 TD50 IP54 (4-20mA),1,,,,,
,,no,ACIN0041,99956 - Safety features - Sensors - indicator,Winding Temp. Indicator WTI 3540112X6 X=TD111 TD50 IP54 (4-20mA),1,,,,,
,,no,ACIN0001,99956 - Safety features - Sensors - indicator,"Winding Temp. Indicator WTI 3540116X6 X=TD 76 TD 119-5 IP 54 G3/4""",1,,,,,
,,no,ACIN0016,99956 - Safety features - Sensors - Thermometer,"Bimetal Thermometer with 2 Contacts TEK-16 G1""",1,,,,,
,,no,THERMOMETER POCKET,99956 - Safety features - Sensors - Thermometer,THERMOMETER POCKET,1,,,,,
,,no,THERMOMETER POCKET,99956 - Safety features - Sensors - Thermometer,THERMOMETER TEK 16,1,,,,,
,,no,THERMOWELL,99956 - Safety features - Sensors - THERMOWELL,"THERMOWELL 1"" BSP",1,,,,,
,,no,ACBS0025,99956 - Safety features - Sensors - THERMOWELL,"THERMOWELL 3/4"" BSP",1,,,,,
,,no,Combi well,99956 - Safety features - Sensors - transmiiters,RTD OTI (PT100),1,,,,,
,,no,Combi well,99956 - Safety features - Sensors - transmiiters,RTD WTI (PT100),1,,,,,
,,no,ACIN0030,99956 - Safety features - Sensors - transmiiters,WindingTemperature Transmitter (Thermometer Pocket) ZT-F2.1 Pt100,1,,,,,
,,no,ACVL0008,99956 - Safety features -PRV,Pressure Relief Valve T50 (306x09) 0.35 bar,1,,,,,
,,no,ACVL0013,99956 - Safety features -PRV,Pressure Relief Valve T50 (306XX14),1,,,,,
,,no,ACVL0022,99956 - Safety features -PRV,Pressure Relief Valve T80 (307x09),1,,,,,
,,no,ACVL0016,99956 - Safety features -PRV,Pressure safety valves without contact T-10K 1 G1 Inch,1,,,,,
,,no,ACBS0024,99956 - Safety features -PRV,Pressure Relief Valve Boss 1'' BSP Threaded - 250mm Long,1,,,,,
,,no,GALVANIZING,99957 - Finishing,GALVANIZING,1,,,,,
,,no,RAL6028,99957 - Finishing,INTERNAL PAINT,1,,,,,
,,no,RAL6028,99957 - Finishing,PAINT RAL6038,1,,,,,
,,no,RAL7035,99957 - Finishing,PAINT RAL7035,1,,,,,
,,no,RAL7038,99957 - Finishing,PAINT RAL7038,1,,,,,
,,no,RAL9002,99957 - Finishing,PAINT RAL9002,1,,,,,
,,no,RAL6028,99957 - Finishing,POWDER PAINT (RAL6028) Marine Grade,1,,,,,
,,no,THINNER,99957 - Finishing,THINNER,1,,,,,
,,no,Wooden Pallete,Dispath,Wooden Pallete For Packing,1,,,,,
